customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_bucket,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability,risk_tier,revenue_at_risk
6016-LVTJQ,Female,0,Yes,Yes,34,25-48,Month-to-month,No,Mailed check,20.65,716.4,No,0.0399,Low,9.89
7860-KSUGX,Male,0,Yes,Yes,72,49+,Two year,DSL,Credit card (automatic),64.45,4720.0,No,0.0057,Low,4.41
8966-KZXXA,Male,0,Yes,Yes,36,25-48,Two year,No,Credit card (automatic),25.1,930.95,No,0.0123,Low,3.7
6910-HADCM,Female,0,No,No,1,0-12,Month-to-month,Fiber optic,Electronic check,76.35,76.35,Yes,0.5991,High,548.9
4816-LXZYW,Female,0,No,No,23,13-24,Month-to-month,Fiber optic,Electronic check,79.15,1676.95,Yes,0.56,High,531.89
9606-PBKBQ,Male,1,Yes,No,32,25-48,Month-to-month,Fiber optic,Electronic check,85.0,2642.05,Yes,0.6381,High,650.86
5149-QYTTU,Female,0,Yes,Yes,71,49+,One year,Fiber optic,Credit card (automatic),95.15,6770.85,No,0.0385,Low,43.96
2070-XYMFH,Female,1,No,No,23,13-24,Month-to-month,Fiber optic,Mailed check,79.35,1835.3,No,0.5608,High,533.99
2085-BOJKI,Male,0,Yes,No,17,13-24,One year,Fiber optic,Bank transfer (automatic),96.65,1588.25,No,0.4255,Medium,493.49
0817-HSUSE,Male,0,No,No,1,0-12,Month-to-month,DSL,Electronic check,75.5,75.5,No,0.5226,High,473.48
5442-PPTJY,Male,0,Yes,Yes,12,0-12,Two year,No,Mailed check,19.7,258.35,No,0.0294,Low,6.95
1927-QEWMY,Female,0,Yes,No,72,49+,Two year,No,Credit card (automatic),20.5,1502.25,No,0.0021,Low,0.52
1663-MHLHE,Male,0,No,No,1,0-12,Month-to-month,No,Mailed check,19.2,19.2,No,0.1971,Low,45.41
5663-QBGIS,Male,1,Yes,No,72,49+,Two year,Fiber optic,Bank transfer (automatic),98.35,6929.4,No,0.0752,Low,88.75
4450-MDZFX,Male,0,Yes,Yes,60,49+,Month-to-month,Fiber optic,Bank transfer (automatic),74.35,4453.3,No,0.1469,Low,131.06
6701-DHKWQ,Female,0,Yes,Yes,61,49+,Two year,DSL,Credit card (automatic),51.35,3244.4,No,0.0114,Low,7.02
7554-AKDQF,Female,0,Yes,No,6,0-12,Month-to-month,DSL,Mailed check,45.65,323.45,No,0.3065,Medium,167.9
3536-IQCTX,Male,1,Yes,No,32,25-48,Month-to-month,Fiber optic,Electronic check,85.3,2661.1,Yes,0.5479,High,560.83
4911-BANWH,Female,0,No,Yes,31,25-48,Month-to-month,Fiber optic,Credit card (automatic),86.55,2697.4,Yes,0.4387,Medium,455.63
8496-EJAUI,Male,0,No,No,19,13-24,Month-to-month,Fiber optic,Credit card (automatic),73.85,1424.5,Yes,0.4297,Medium,380.8
0794-YVSGE,Male,0,Yes,Yes,72,49+,Two year,No,Bank transfer (automatic),20.3,1401.15,No,0.0017,Low,0.41
5423-BHIXO,Female,0,No,No,32,25-48,Month-to-month,DSL,Electronic check,54.2,1739.6,No,0.2691,Low,175.02
6908-VVYHM,Male,0,Yes,No,65,49+,Month-to-month,Fiber optic,Electronic check,90.65,5931.0,No,0.3334,Medium,362.67
2959-EEXWB,Female,0,Yes,Yes,45,25-48,Month-to-month,DSL,Bank transfer (automatic),50.9,2333.85,No,0.1567,Low,95.71
1839-UMACK,Male,0,No,No,42,25-48,One year,No,Electronic check,25.05,949.85,No,0.0324,Low,9.74
3030-YDNRM,Male,0,No,No,8,0-12,Month-to-month,Fiber optic,Electronic check,74.85,572.45,No,0.7162,High,643.29
7321-KKSDU,Male,0,No,Yes,32,25-48,Two year,No,Mailed check,20.5,696.8,No,0.0115,Low,2.83
3402-XRIUO,Female,1,Yes,No,22,13-24,Month-to-month,DSL,Mailed check,63.55,1381.8,No,0.1828,Low,139.4
3132-TVFDZ,Male,1,Yes,No,57,49+,Month-to-month,DSL,Electronic check,44.85,2572.95,Yes,0.269,Low,144.78
8286-AFUYI,Male,0,No,No,1,0-12,Month-to-month,DSL,Electronic check,47.95,47.95,No,0.3401,Medium,195.69
8080-DDEMJ,Male,1,No,No,1,0-12,Month-to-month,DSL,Electronic check,45.1,45.1,Yes,0.4601,Medium,249.01
8356-WUAOJ,Female,0,Yes,No,1,0-12,Month-to-month,DSL,Electronic check,45.0,45.0,No,0.5173,High,279.34
6365-MTGZX,Male,0,No,No,24,13-24,Month-to-month,Fiber optic,Electronic check,96.0,2122.45,Yes,0.5549,High,639.24
1349-WXNGG,Male,0,No,No,1,0-12,Month-to-month,No,Bank transfer (automatic),20.05,20.05,Yes,0.1813,Low,43.62
8058-DMYRU,Male,1,No,No,54,49+,Month-to-month,Fiber optic,Electronic check,90.05,4931.8,No,0.4441,Medium,479.89
9350-ZXYJC,Female,0,No,No,4,0-12,Two year,No,Credit card (automatic),25.3,116.95,No,0.0821,Low,24.93
6990-YNRIO,Male,0,Yes,Yes,65,49+,Two year,Fiber optic,Bank transfer (automatic),108.65,6937.95,Yes,0.0393,Low,51.24
8958-JPTRR,Female,0,Yes,No,56,49+,One year,No,Electronic check,24.3,1261.7,No,0.0178,Low,5.19
6959-GQEGV,Male,0,No,No,45,25-48,Month-to-month,DSL,Electronic check,75.95,3273.8,No,0.1872,Low,170.61
3173-WSSUE,Female,0,Yes,Yes,71,49+,Two year,No,Credit card (automatic),19.7,1415.85,No,0.0018,Low,0.43
1265-HVPZB,Male,0,Yes,No,59,49+,One year,DSL,Credit card (automatic),66.4,3958.2,No,0.0231,Low,18.41
4115-UMJFQ,Male,0,No,No,69,49+,One year,DSL,Bank transfer (automatic),35.75,2492.25,No,0.0275,Low,11.8
7369-TRPFD,Male,0,No,No,19,13-24,One year,No,Mailed check,18.8,279.2,No,0.0501,Low,11.3
1098-KFQEC,Female,0,Yes,Yes,55,49+,Two year,No,Credit card (automatic),19.4,1083.0,No,0.0037,Low,0.86
7190-XHTWJ,Female,0,No,No,38,25-48,One year,No,Mailed check,19.3,755.5,No,0.0213,Low,4.93
0621-TWIEM,Male,0,No,No,10,0-12,Month-to-month,DSL,Electronic check,45.55,402.6,Yes,0.4208,Medium,230.01
3537-RYBHH,Female,1,Yes,No,47,25-48,Month-to-month,DSL,Credit card (automatic),67.45,3252.0,No,0.0972,Low,78.67
2485-ITVKB,Female,0,Yes,No,2,0-12,Month-to-month,DSL,Electronic check,35.1,68.75,Yes,0.6917,High,291.34
3669-OYSJI,Male,0,No,No,1,0-12,Month-to-month,DSL,Credit card (automatic),46.2,46.2,Yes,0.3203,Medium,177.57
1612-EOHDH,Female,0,No,No,1,0-12,Month-to-month,DSL,Electronic check,45.15,45.15,Yes,0.4189,Medium,226.96
6702-OHFWR,Male,1,No,No,1,0-12,Month-to-month,DSL,Electronic check,43.3,43.3,Yes,0.6969,High,362.11
5296-BFCYD,Male,0,Yes,Yes,46,25-48,Two year,No,Mailed check,20.1,936.85,No,0.009,Low,2.17
4510-PYUSH,Female,1,No,No,38,25-48,Month-to-month,DSL,Credit card (automatic),57.15,2250.65,Yes,0.0947,Low,64.95
9359-JANWS,Female,0,Yes,No,65,49+,Two year,DSL,Credit card (automatic),58.9,3857.1,No,0.0052,Low,3.68
7517-SAWMO,Female,0,Yes,No,19,13-24,Month-to-month,Fiber optic,Electronic check,73.2,1441.1,Yes,0.4769,Medium,418.91
4143-HHPMK,Male,0,No,No,52,49+,Month-to-month,Fiber optic,Electronic check,85.35,4338.6,Yes,0.3329,Medium,340.96
3279-DYZQM,Male,0,Yes,Yes,71,49+,Two year,No,Mailed check,19.45,1378.45,No,0.002,Low,0.47
7054-LGEQW,Female,0,No,No,1,0-12,Month-to-month,DSL,Mailed check,45.95,45.95,Yes,0.3411,Medium,188.08
0523-VNGTF,Female,1,No,No,52,49+,Month-to-month,DSL,Electronic check,50.5,2566.3,No,0.1642,Low,99.51
9575-IWCAZ,Male,0,Yes,No,6,0-12,One year,No,Mailed check,25.1,171.0,No,0.1144,Low,34.46
7105-MXJLL,Female,1,Yes,No,26,25-48,One year,DSL,Mailed check,60.7,1597.4,No,0.1283,Low,93.45
7064-FRRSW,Male,1,No,No,48,25-48,One year,Fiber optic,Electronic check,99.0,4744.35,No,0.3979,Medium,472.71
7940-UQQUG,Female,0,Yes,Yes,64,49+,One year,Fiber optic,Bank transfer (automatic),104.4,6721.6,No,0.1034,Low,129.54
0923-PNFUB,Female,0,No,No,3,0-12,Month-to-month,Fiber optic,Electronic check,83.75,247.25,Yes,0.6235,High,626.62
3961-SXAXY,Male,0,No,No,1,0-12,Month-to-month,DSL,Bank transfer (automatic),44.05,44.05,No,0.4292,Medium,226.88
7010-BRBUU,Male,0,Yes,Yes,72,49+,Two year,No,Credit card (automatic),24.1,1734.65,No,0.0025,Low,0.72
3566-HJGPK,Male,0,No,No,1,0-12,Month-to-month,DSL,Mailed check,45.55,45.55,No,0.4369,Medium,238.81
3062-ICYZQ,Female,0,Yes,Yes,51,49+,Month-to-month,Fiber optic,Electronic check,93.8,4539.35,No,0.285,Low,320.8
9938-PRCVK,Female,0,Yes,Yes,41,25-48,Two year,No,Bank transfer (automatic),19.7,804.25,No,0.0072,Low,1.7
0973-KYVNF,Female,0,Yes,Yes,72,49+,Two year,DSL,Credit card (automatic),70.65,5011.15,No,0.0078,Low,6.61
5129-HHMZC,Female,0,Yes,No,43,25-48,Two year,DSL,Credit card (automatic),86.45,3574.5,No,0.0242,Low,25.11
9637-CDTKZ,Male,0,Yes,No,72,49+,Two year,Fiber optic,Credit card (automatic),114.1,8086.4,No,0.0513,Low,70.24
3946-JEWRQ,Male,0,Yes,No,47,25-48,One year,Fiber optic,Credit card (automatic),95.2,4563.0,No,0.3099,Medium,354.03
7873-CVMAW,Male,0,No,No,72,49+,Two year,DSL,Credit card (automatic),88.55,6362.35,No,0.0112,Low,11.9
0463-WZZKO,Male,0,No,No,3,0-12,Month-to-month,No,Credit card (automatic),20.75,67.1,No,0.2175,Low,54.16
3494-JCHRQ,Male,0,No,No,1,0-12,Month-to-month,Fiber optic,Electronic check,70.05,70.05,Yes,0.7055,High,593.04
6474-FVJLC,Male,0,No,No,2,0-12,Month-to-month,Fiber optic,Electronic check,86.0,165.45,Yes,0.7896,High,814.87
4524-QCSSM,Male,0,No,No,26,25-48,Month-to-month,DSL,Bank transfer (automatic),44.65,1156.55,No,0.2447,Low,131.11
5832-EXGTT,Male,0,Yes,Yes,29,25-48,Month-to-month,DSL,Mailed check,60.2,1834.15,No,0.1601,Low,115.66
8840-DQLGN,Female,1,Yes,No,35,25-48,Month-to-month,Fiber optic,Bank transfer (automatic),100.5,3653.35,Yes,0.3201,Medium,386.04
2039-JONDJ,Male,0,No,No,27,25-48,One year,DSL,Bank transfer (automatic),55.45,1477.65,No,0.0479,Low,31.87
7217-JYHOQ,Male,0,Yes,Yes,24,13-24,Month-to-month,DSL,Credit card (automatic),70.3,1706.45,No,0.1094,Low,92.29
6695-FRVEC,Male,0,Yes,Yes,67,49+,Two year,DSL,Bank transfer (automatic),60.4,3953.7,No,0.0056,Low,4.06
4547-LYTDD,Female,0,No,No,16,13-24,Month-to-month,Fiber optic,Electronic check,72.65,1194.3,Yes,0.5837,High,508.87
9894-QMIMJ,Female,0,No,No,23,13-24,One year,DSL,Bank transfer (automatic),55.8,1327.85,No,0.0779,Low,52.16
8069-YQQAJ,Male,0,No,No,14,13-24,Month-to-month,DSL,Mailed check,31.1,419.7,No,0.3886,Medium,145.03
6770-XUAGN,Female,0,Yes,Yes,1,0-12,Month-to-month,No,Electronic check,21.0,21.0,Yes,0.2672,Low,67.33
4193-ORFCL,Female,1,No,No,1,0-12,Month-to-month,DSL,Mailed check,45.1,45.1,Yes,0.3801,Medium,205.71
1636-NTNCO,Male,1,No,No,4,0-12,Month-to-month,DSL,Credit card (automatic),50.95,207.35,No,0.6191,High,378.52
3466-WAESX,Male,0,No,Yes,16,13-24,Month-to-month,DSL,Electronic check,69.1,1083.7,No,0.3215,Medium,266.59
9281-PKKZE,Female,0,Yes,No,46,25-48,Month-to-month,DSL,Electronic check,43.95,2007.85,No,0.3292,Medium,173.62
3638-VBZTA,Male,0,No,Yes,68,49+,Two year,DSL,Bank transfer (automatic),86.5,5882.75,No,0.0139,Low,14.43
7459-IMVYU,Male,0,No,No,38,25-48,Month-to-month,DSL,Electronic check,69.95,2657.55,No,0.0907,Low,76.13
7776-QWNFX,Male,1,Yes,No,30,25-48,Month-to-month,DSL,Bank transfer (automatic),50.4,1527.5,Yes,0.1879,Low,113.64
6689-TCZHQ,Female,1,No,No,5,0-12,Month-to-month,Fiber optic,Electronic check,78.95,378.4,Yes,0.6788,High,643.1
8563-OYMQY,Male,0,No,No,17,13-24,Month-to-month,Fiber optic,Credit card (automatic),90.95,1612.2,No,0.4941,Medium,539.26
0754-EEBDC,Male,0,Yes,Yes,4,0-12,Two year,No,Mailed check,19.9,76.65,No,0.0415,Low,9.91
5777-ZPQNC,Female,0,No,No,12,0-12,One year,No,Electronic check,20.15,260.7,No,0.0869,Low,21.01
1951-IEYXM,Male,0,Yes,Yes,72,49+,Two year,DSL,Credit card (automatic),90.6,6441.85,No,0.0126,Low,13.7
3318-NMQXL,Male,0,No,No,3,0-12,Month-to-month,Fiber optic,Electronic check,92.0,266.8,No,0.7688,High,848.76
3143-ILDAL,Male,0,No,No,56,49+,Month-to-month,Fiber optic,Electronic check,94.45,5124.6,Yes,0.3142,Medium,356.11
1022-RKXDR,Female,0,No,No,41,25-48,One year,No,Mailed check,24.85,962.25,No,0.0357,Low,10.65
2361-FJWNO,Male,0,No,No,40,25-48,One year,DSL,Credit card (automatic),36.0,1382.9,No,0.0432,Low,18.66
2272-UOINI,Female,0,No,No,7,0-12,Month-to-month,DSL,Electronic check,78.5,571.05,No,0.3491,Medium,328.85
8232-UTFOZ,Male,0,No,No,69,49+,Two year,No,Credit card (automatic),19.95,1399.35,No,0.0024,Low,0.57
3750-YHRYO,Male,0,Yes,Yes,7,0-12,One year,No,Mailed check,20.65,150.0,No,0.0673,Low,16.68
6637-KYRCV,Female,0,Yes,Yes,5,0-12,Month-to-month,DSL,Electronic check,30.5,167.2,No,0.5103,High,186.77
5668-MEISB,Female,0,Yes,Yes,72,49+,Two year,Fiber optic,Credit card (automatic),106.1,7657.4,No,0.0195,Low,24.83
0129-QMPDR,Male,0,Yes,Yes,44,25-48,One year,No,Bank transfer (automatic),20.5,865.05,No,0.0174,Low,4.28
7188-CBBBA,Female,0,No,No,65,49+,One year,Fiber optic,Electronic check,95.5,6153.85,No,0.1937,Low,221.98
5356-CSVSQ,Female,0,No,No,3,0-12,Month-to-month,DSL,Electronic check,64.6,174.2,No,0.4381,Medium,339.62
3221-CJMSG,Male,0,No,No,24,13-24,Month-to-month,DSL,Credit card (automatic),51.1,1269.6,No,0.1633,Low,100.14
4720-VSTSI,Female,0,No,No,44,25-48,Month-to-month,Fiber optic,Bank transfer (automatic),84.8,3862.55,Yes,0.3171,Medium,322.68
3219-JQRSL,Female,1,Yes,No,72,49+,Two year,DSL,Credit card (automatic),89.1,6352.4,No,0.0127,Low,13.58
2801-NISEI,Male,0,No,No,24,13-24,Month-to-month,DSL,Electronic check,54.95,1348.5,No,0.1233,Low,81.3
3946-MHCZW,Male,0,No,No,1,0-12,Month-to-month,DSL,Mailed check,50.9,50.9,Yes,0.3375,Medium,206.14
4623-ZKHLY,Male,0,Yes,No,22,13-24,Month-to-month,No,Bank transfer (automatic),20.45,471.55,No,0.1108,Low,27.19
6732-VAILE,Male,0,Yes,Yes,70,49+,Two year,DSL,Credit card (automatic),85.95,5931.75,No,0.0187,Low,19.29
8201-AAXCB,Male,0,Yes,Yes,25,25-48,Month-to-month,DSL,Electronic check,60.35,1404.65,No,0.2869,Low,207.77
7696-CFTAT,Male,0,Yes,Yes,37,25-48,Two year,No,Bank transfer (automatic),19.8,726.1,No,0.0088,Low,2.09
1845-CSBRZ,Female,1,Yes,Yes,22,13-24,Month-to-month,Fiber optic,Bank transfer (automatic),85.35,1961.6,No,0.476,Medium,487.52
2123-VSCOT,Female,0,Yes,Yes,59,49+,Two year,DSL,Bank transfer (automatic),72.1,4194.85,No,0.0205,Low,17.74
6651-AZVTJ,Male,0,Yes,Yes,49,49+,Month-to-month,Fiber optic,Electronic check,99.8,4872.45,Yes,0.5079,High,608.26
4566-GOLUK,Male,0,Yes,Yes,47,25-48,Month-to-month,Fiber optic,Bank transfer (automatic),107.35,5118.95,Yes,0.3437,Medium,442.75
2484-DGXPZ,Female,0,Yes,Yes,31,25-48,Month-to-month,No,Mailed check,19.55,658.95,Yes,0.0668,Low,15.67
2018-QKYGT,Male,0,Yes,Yes,1,0-12,Month-to-month,Fiber optic,Electronic check,81.05,81.05,No,0.7032,High,683.93
2792-VPPET,Male,0,No,No,3,0-12,Month-to-month,No,Electronic check,20.5,76.95,No,0.2984,Low,73.41
7409-JURKQ,Female,0,Yes,No,53,49+,One year,Fiber optic,Bank transfer (automatic),111.8,5809.75,No,0.1895,Low,254.23
3247-MHJKM,Male,0,No,No,1,0-12,Month-to-month,No,Mailed check,20.2,20.2,No,0.1923,Low,46.61
1964-SVLEA,Male,0,No,No,20,13-24,One year,No,Mailed check,19.7,415.9,No,0.0679,Low,16.05
4587-NUKOX,Female,0,No,No,3,0-12,Month-to-month,Fiber optic,Electronic check,79.1,246.5,Yes,0.5539,High,525.76
7297-DVYGA,Female,0,No,No,51,49+,One year,No,Bank transfer (automatic),19.85,996.95,No,0.0155,Low,3.69
2239-CGBUZ,Female,0,Yes,No,51,49+,One year,DSL,Bank transfer (automatic),60.5,3145.15,No,0.0213,Low,15.46
0854-UYHZD,Female,0,Yes,Yes,13,13-24,Two year,No,Mailed check,19.55,265.3,No,0.0276,Low,6.47
7243-LCGGZ,Female,0,No,No,1,0-12,Month-to-month,No,Mailed check,20.9,20.9,No,0.1857,Low,46.57
8267-KFGYD,Male,0,No,Yes,1,0-12,Month-to-month,No,Mailed check,21.05,21.05,No,0.2113,Low,53.37
4890-VMUAV,Male,0,No,No,63,49+,One year,DSL,Electronic check,71.5,4576.3,No,0.0202,Low,17.33
9261-WDCAF,Male,0,No,No,3,0-12,Month-to-month,DSL,Mailed check,54.65,189.1,No,0.391,Medium,256.42
3764-MNMOI,Male,0,No,No,46,25-48,Two year,No,Credit card (automatic),19.2,908.15,No,0.007,Low,1.61
7442-YGZFK,Male,0,No,No,1,0-12,Month-to-month,DSL,Credit card (automatic),49.8,49.8,No,0.4866,Medium,290.79
0420-BWTPW,Male,0,No,Yes,8,0-12,Month-to-month,DSL,Mailed check,25.5,215.2,Yes,0.3549,Medium,108.6
8229-BUJHX,Female,0,Yes,Yes,71,49+,Two year,No,Bank transfer (automatic),20.5,1500.95,No,0.0018,Low,0.44
7449-HVPIV,Male,0,Yes,Yes,55,49+,Month-to-month,Fiber optic,Credit card (automatic),90.4,5099.15,No,0.2943,Low,319.26
5504-WSIUR,Female,0,No,No,70,49+,One year,Fiber optic,Bank transfer (automatic),90.25,6385.95,No,0.0693,Low,75.05
8183-ONMXC,Female,0,No,No,2,0-12,Month-to-month,Fiber optic,Electronic check,80.75,159.45,Yes,0.6574,High,637.02
8466-PZBLH,Male,0,Yes,Yes,67,49+,Two year,Fiber optic,Bank transfer (automatic),104.6,6885.75,No,0.0357,Low,44.81
9614-RMGHA,Male,0,Yes,No,65,49+,Month-to-month,Fiber optic,Bank transfer (automatic),91.85,5940.85,Yes,0.2477,Low,273.01
8735-IJJEG,Male,0,Yes,No,14,13-24,Month-to-month,DSL,Credit card (automatic),50.2,668.85,No,0.2218,Low,133.61
0564-MUUQK,Female,0,Yes,Yes,20,13-24,Month-to-month,Fiber optic,Bank transfer (automatic),95.5,1916.2,No,0.4506,Medium,516.39
5054-IEXZT,Male,0,No,Yes,1,0-12,Month-to-month,Fiber optic,Electronic check,75.35,75.35,Yes,0.6134,High,554.64
5834-ASPWA,Male,0,No,No,1,0-12,Month-to-month,Fiber optic,Electronic check,75.45,75.45,Yes,0.759,High,687.2
0701-RFGFI,Female,0,Yes,Yes,49,49+,Month-to-month,Fiber optic,Bank transfer (automatic),95.4,4613.95,No,0.399,Medium,456.78
0019-EFAEP,Female,0,No,No,72,49+,Two year,Fiber optic,Bank transfer (automatic),101.3,7261.25,No,0.0461,Low,56.04
5619-PTMIK,Female,0,Yes,No,46,25-48,Month-to-month,DSL,Electronic check,53.1,2459.8,No,0.1087,Low,69.26
3737-XBQDD,Male,0,No,No,24,13-24,Month-to-month,Fiber optic,Bank transfer (automatic),84.85,2048.8,No,0.4628,Medium,471.22
5882-CMAZQ,Female,0,Yes,Yes,5,0-12,Month-to-month,DSL,Electronic check,34.25,163.55,No,0.3395,Medium,139.53
5846-QFDFI,Female,0,Yes,Yes,33,25-48,Month-to-month,Fiber optic,Credit card (automatic),88.6,2888.7,No,0.2015,Low,214.23
4445-KWOKW,Female,0,No,No,42,25-48,One year,DSL,Bank transfer (automatic),60.15,2421.6,No,0.0527,Low,38.04
3511-APPBJ,Male,0,No,No,23,13-24,One year,Fiber optic,Credit card (automatic),99.95,2292.75,No,0.2952,Low,354.06
7967-HYCDE,Male,0,No,No,8,0-12,Month-to-month,Fiber optic,Bank transfer (automatic),70.7,553.4,No,0.4643,Medium,393.91
2430-RRYUW,Male,0,No,No,66,49+,One year,DSL,Mailed check,54.8,3465.7,No,0.0173,Low,11.38
3948-XHGNA,Male,0,No,No,24,13-24,Month-to-month,DSL,Bank transfer (automatic),49.55,1210.4,Yes,0.1652,Low,98.23
3723-BFBGR,Male,1,No,No,24,13-24,Month-to-month,DSL,Credit card (automatic),54.8,1291.3,No,0.2082,Low,136.91
0565-IYCGT,Male,0,No,No,69,49+,One year,DSL,Credit card (automatic),78.6,5356.45,Yes,0.0232,Low,21.88
5447-WZAFP,Female,0,No,No,53,49+,One year,Fiber optic,Mailed check,100.3,5200.8,No,0.1977,Low,237.95
5110-CHOPY,Female,0,No,No,60,49+,Two year,DSL,Electronic check,53.6,3237.05,No,0.0336,Low,21.61
5445-UTODQ,Female,0,Yes,No,7,0-12,Month-to-month,Fiber optic,Electronic check,81.1,576.65,Yes,0.7059,High,686.98
4425-OWHWB,Female,0,No,No,20,13-24,One year,No,Credit card (automatic),19.35,433.75,No,0.0609,Low,14.14
7892-QVYKW,Female,0,Yes,Yes,23,13-24,Month-to-month,Fiber optic,Electronic check,85.6,1868.4,No,0.5162,High,530.24
9675-ICXCT,Male,0,Yes,Yes,72,49+,Two year,DSL,Electronic check,80.8,5728.55,No,0.0145,Low,14.06
1024-VRZHF,Male,0,Yes,No,11,0-12,Month-to-month,Fiber optic,Electronic check,74.95,825.7,Yes,0.7007,High,630.21
4703-MQYKT,Male,0,No,No,21,13-24,Two year,No,Mailed check,19.6,390.4,No,0.0239,Low,5.62
9497-QCMMS,Male,1,No,No,1,0-12,Month-to-month,Fiber optic,Electronic check,93.55,93.55,Yes,0.8578,High,962.97
5692-ICXLW,Male,1,No,No,31,25-48,Month-to-month,Fiber optic,Electronic check,90.7,2845.15,No,0.6089,High,662.73
0602-DDUML,Female,0,No,No,57,49+,Two year,DSL,Mailed check,69.75,3894.4,No,0.0132,Low,11.05
2208-MPXIO,Female,0,Yes,Yes,45,25-48,Two year,No,Bank transfer (automatic),20.0,886.4,No,0.0086,Low,2.06
1960-UYCNN,Male,0,No,No,10,0-12,Month-to-month,Fiber optic,Electronic check,95.25,1021.55,No,0.7144,High,816.56
0348-SDKOL,Female,0,Yes,No,58,49+,Month-to-month,Fiber optic,Credit card (automatic),102.1,5885.4,Yes,0.333,Medium,407.99
3190-FZATL,Male,0,No,Yes,14,13-24,Month-to-month,No,Mailed check,19.95,268.4,No,0.0952,Low,22.79
7336-RLLRH,Male,0,Yes,No,27,25-48,One year,DSL,Mailed check,80.85,2204.35,No,0.0992,Low,96.24
4373-MAVJG,Female,0,Yes,Yes,14,13-24,Month-to-month,Fiber optic,Bank transfer (automatic),90.9,1259.0,Yes,0.5449,High,594.38
8901-HJXTF,Female,0,Yes,Yes,12,0-12,Month-to-month,DSL,Mailed check,29.2,309.1,Yes,0.2857,Low,100.11
7710-JSYOA,Female,0,Yes,Yes,69,49+,Two year,Fiber optic,Bank transfer (automatic),93.3,6398.05,No,0.0433,Low,48.48
5419-KLXBN,Female,0,Yes,Yes,25,25-48,Month-to-month,Fiber optic,Bank transfer (automatic),89.15,2257.75,Yes,0.3964,Medium,424.07
3424-NMNBO,Male,1,Yes,No,58,49+,One year,Fiber optic,Electronic check,108.85,6287.25,Yes,0.2671,Low,348.89
9885-MFVSU,Female,0,Yes,Yes,35,25-48,Two year,DSL,Credit card (automatic),46.35,1662.05,No,0.0341,Low,18.97
4514-GFCFI,Female,1,No,No,16,13-24,Month-to-month,Fiber optic,Electronic check,84.75,1350.15,Yes,0.7398,High,752.38
0607-MVMGC,Male,0,Yes,Yes,45,25-48,One year,DSL,Credit card (automatic),78.75,3600.65,No,0.0767,Low,72.48
3365-SAIGS,Female,0,No,No,17,13-24,Month-to-month,Fiber optic,Electronic check,83.55,1329.15,No,0.6036,High,605.17
9828-AOQLM,Female,0,Yes,Yes,1,0-12,Month-to-month,DSL,Electronic check,45.7,45.7,Yes,0.4555,Medium,249.8
8022-BECSI,Male,0,No,No,22,13-24,One year,No,Mailed check,19.6,422.5,No,0.0437,Low,10.28
8000-REIQB,Female,1,No,No,1,0-12,Month-to-month,Fiber optic,Electronic check,69.95,69.95,Yes,0.7307,High,613.35
9993-LHIEB,Male,0,Yes,Yes,67,49+,Two year,DSL,Mailed check,67.85,4627.65,No,0.0065,Low,5.29
0266-CLZKZ,Female,0,Yes,Yes,67,49+,Two year,Fiber optic,Bank transfer (automatic),105.65,6717.9,No,0.0669,Low,84.82
7615-ESMYF,Female,0,Yes,No,2,0-12,Month-to-month,DSL,Electronic check,44.6,97.1,Yes,0.6641,High,355.43
3858-VOBET,Male,0,No,No,23,13-24,Month-to-month,Fiber optic,Electronic check,74.95,1710.45,Yes,0.6045,High,543.69
7020-OZKXZ,Female,1,No,No,9,0-12,Month-to-month,Fiber optic,Credit card (automatic),75.5,637.4,No,0.4701,Medium,425.91
3977-QCRSL,Female,0,No,No,5,0-12,Month-to-month,No,Mailed check,20.15,117.95,No,0.1632,Low,39.46
0017-DINOC,Male,0,No,No,54,49+,Two year,DSL,Credit card (automatic),45.2,2460.55,No,0.0144,Low,7.81
1447-PJGGA,Female,0,No,No,57,49+,Two year,Fiber optic,Electronic check,95.25,5464.65,Yes,0.1512,Low,172.82
8565-CLBZW,Male,0,No,No,24,13-24,Month-to-month,Fiber optic,Mailed check,89.85,2165.05,Yes,0.5876,High,633.55
9139-WQQDY,Female,0,Yes,Yes,49,49+,One year,Fiber optic,Mailed check,100.45,4941.8,Yes,0.1807,Low,217.82
0224-HJAPT,Male,0,No,No,5,0-12,Month-to-month,DSL,Electronic check,47.15,223.15,Yes,0.4775,Medium,270.17
8086-OVPWV,Male,0,No,No,2,0-12,Month-to-month,Fiber optic,Electronic check,80.2,181.1,Yes,0.7438,High,715.83
9430-FRQOC,Female,0,No,Yes,4,0-12,Month-to-month,Fiber optic,Mailed check,87.1,341.45,Yes,0.509,High,532.01
7639-OPLNG,Male,0,Yes,Yes,70,49+,Two year,DSL,Bank transfer (automatic),79.25,5731.85,No,0.0103,Low,9.8
3074-GQWYX,Male,0,No,No,5,0-12,Month-to-month,Fiber optic,Bank transfer (automatic),75.9,357.75,Yes,0.6485,High,590.65
1492-QGCLU,Male,0,Yes,Yes,53,49+,Month-to-month,DSL,Electronic check,85.7,4616.1,No,0.0976,Low,100.37
